"trip_id","arrival_time","departure_time","stop_id","stop_sequence"
"APP_NEQ_2_313_METS","08:58:00","08:58:00","25","0"
"APP_NEQ_2_313_METS","09:01:00","09:01:00","24","1"
"APP_NEQ_2_313_METS","09:03:00","09:03:00","23","2"
"APP_NEQ_2_313_METS","09:06:00","09:06:00","22","3"
"APP_NEQ_2_313_METS","09:09:00","09:09:00","21","4"
"APP_NEQ_2_313_METS","09:11:00","09:11:00","20","5"
"APP_NEQ_2_313_METS","09:13:00","09:13:00","19","6"
"APP_NEQ_2_313_METS","09:15:00","09:15:00","18","7"
"APP_NEQ_2_313_METS","09:16:00","09:16:00","17","8"
"APP_NEQ_2_313_METS","09:23:00","09:23:00","9","9"
"APP_NEQ_2_313_METS","09:34:00","09:34:00","8","10"
"APP_NEQ_2_315_METS","09:38:00","09:38:00","25","0"
"APP_NEQ_2_315_METS","09:41:00","09:41:00","24","1"
"APP_NEQ_2_315_METS","09:43:00","09:43:00","23","2"
"APP_NEQ_2_315_METS","09:46:00","09:46:00","22","3"
"APP_NEQ_2_315_METS","09:49:00","09:49:00","21","4"
"APP_NEQ_2_315_METS","09:51:00","09:51:00","20","5"
"APP_NEQ_2_315_METS","09:53:00","09:53:00","19","6"
"APP_NEQ_2_315_METS","09:55:00","09:55:00","18","7"
"APP_NEQ_2_315_METS","09:56:00","09:56:00","17","8"
"APP_NEQ_2_315_METS","10:05:00","10:05:00","9","9"
"APP_NEQ_2_315_METS","10:15:00","10:15:00","8","10"
"APP_NEQ_2_351_METS","17:49:00","17:49:00","25","0"
"APP_NEQ_2_351_METS","17:52:00","17:52:00","24","1"
"APP_NEQ_2_351_METS","17:54:00","17:54:00","23","2"
"APP_NEQ_2_351_METS","17:57:00","17:57:00","22","3"
"APP_NEQ_2_351_METS","18:04:00","18:04:00","18","4"
"APP_NEQ_2_351_METS","18:05:00","18:05:00","17","5"
"APP_NEQ_2_351_METS","18:12:00","18:12:00","9","6"
"APP_NEQ_2_351_METS","18:23:00","18:23:00","8","7"
"APP_NEQ_2_353_METS","18:20:00","18:20:00","25","0"
"APP_NEQ_2_353_METS","18:23:00","18:23:00","24","1"
"APP_NEQ_2_353_METS","18:25:00","18:25:00","23","2"
"APP_NEQ_2_353_METS","18:27:00","18:27:00","22","3"
"APP_NEQ_2_353_METS","18:30:00","18:30:00","21","4"
"APP_NEQ_2_353_METS","18:32:00","18:32:00","20","5"
"APP_NEQ_2_353_METS","18:34:00","18:34:00","19","6"
"APP_NEQ_2_353_METS","18:36:00","18:36:00","18","7"
"APP_NEQ_2_353_METS","18:37:00","18:37:00","17","8"
"APP_NEQ_2_353_METS","18:44:00","18:44:00","9","9"
"APP_NEQ_2_353_METS","18:55:00","18:55:00","8","10"
"APP_NEQ_2_354_METS","15:29:00","15:29:00","8","0"
"APP_NEQ_2_354_METS","15:40:00","15:40:00","9","1"
"APP_NEQ_2_354_METS","15:45:00","15:45:00","17","2"
"APP_NEQ_2_354_METS","15:47:00","15:47:00","18","3"
"APP_NEQ_2_354_METS","15:49:00","15:49:00","19","4"
"APP_NEQ_2_354_METS","15:51:00","15:51:00","20","5"
"APP_NEQ_2_354_METS","15:53:00","15:53:00","21","6"
"APP_NEQ_2_354_METS","15:56:00","15:56:00","22","7"
"APP_NEQ_2_354_METS","15:59:00","15:59:00","23","8"
"APP_NEQ_2_354_METS","16:01:00","16:01:00","24","9"
"APP_NEQ_2_354_METS","16:04:00","16:04:00","25","10"
"APP_NEQ_2_358_METS","16:46:00","16:46:00","8","0"
"APP_NEQ_2_358_METS","16:57:00","16:57:00","9","1"
"APP_NEQ_2_358_METS","17:02:00","17:02:00","17","2"
"APP_NEQ_2_358_METS","17:04:00","17:04:00","18","3"
"APP_NEQ_2_358_METS","17:06:00","17:06:00","19","4"
"APP_NEQ_2_358_METS","17:09:00","17:09:00","20","5"
"APP_NEQ_2_358_METS","17:11:00","17:11:00","21","6"
"APP_NEQ_2_358_METS","17:14:00","17:14:00","22","7"
"APP_NEQ_2_358_METS","17:17:00","17:17:00","23","8"
"APP_NEQ_2_358_METS","17:19:00","17:19:00","24","9"
"APP_NEQ_2_358_METS","17:23:00","17:23:00","25","10"
"APP_NEQ_2_364_METS","17:56:00","17:56:00","8","0"
"APP_NEQ_2_364_METS","18:07:00","18:07:00","9","1"
"APP_NEQ_2_364_METS","18:12:00","18:12:00","17","2"
"APP_NEQ_2_364_METS","18:14:00","18:14:00","18","3"
"APP_NEQ_2_364_METS","18:16:00","18:16:00","19","4"
"APP_NEQ_2_364_METS","18:18:00","18:18:00","20","5"
"APP_NEQ_2_364_METS","18:20:00","18:20:00","21","6"
"APP_NEQ_2_364_METS","18:22:00","18:22:00","22","7"
"APP_NEQ_2_364_METS","18:25:00","18:25:00","23","8"
"APP_NEQ_2_364_METS","18:27:00","18:27:00","24","9"
"APP_NEQ_2_364_METS","18:30:00","18:30:00","25","10"
"APP_NEQ_2_366_METS","18:14:00","18:14:00","8","0"
"APP_NEQ_2_366_METS","18:25:00","18:25:00","9","1"
"APP_NEQ_2_366_METS","18:30:00","18:30:00","17","2"
"APP_NEQ_2_366_METS","18:32:00","18:32:00","18","3"
"APP_NEQ_2_366_METS","18:34:00","18:34:00","19","4"
"APP_NEQ_2_366_METS","18:36:00","18:36:00","20","5"
"APP_NEQ_2_366_METS","18:38:00","18:38:00","21","6"
"APP_NEQ_2_366_METS","18:41:00","18:41:00","22","7"
"APP_NEQ_2_366_METS","18:44:00","18:44:00","23","8"
"APP_NEQ_2_366_METS","18:46:00","18:46:00","24","9"
"APP_NEQ_2_366_METS","18:50:00","18:50:00","25","10"
"APP_NEQ_2_368_METS","18:42:00","18:42:00","8","0"
"APP_NEQ_2_368_METS","18:53:00","18:53:00","9","1"
"APP_NEQ_2_368_METS","18:58:00","18:58:00","17","2"
"APP_NEQ_2_368_METS","19:01:00","19:01:00","18","3"
"APP_NEQ_2_368_METS","19:03:00","19:03:00","19","4"
"APP_NEQ_2_368_METS","19:05:00","19:05:00","20","5"
"APP_NEQ_2_368_METS","19:07:00","19:07:00","21","6"
"APP_NEQ_2_368_METS","19:09:00","19:09:00","22","7"
"APP_NEQ_2_368_METS","19:12:00","19:12:00","23","8"
"APP_NEQ_2_368_METS","19:14:00","19:14:00","24","9"
"APP_NEQ_2_368_METS","19:17:00","19:17:00","25","10"
"APP_NEQ_2_398_METS","17:14:00","17:14:00","8","0"
"APP_NEQ_2_398_METS","17:29:00","17:29:00","17","1"
"APP_NEQ_2_398_METS","17:35:00","17:35:00","22","2"
"APP_NEQ_2_398_METS","17:38:00","17:38:00","23","3"
"APP_NEQ_2_398_METS","17:41:00","17:41:00","24","4"
"APP_NEQ_2_398_METS","17:45:00","17:45:00","25","5"
"APP_NEQ_2_400_METS","00:17:00","00:17:00","8","0"
"APP_NEQ_2_400_METS","00:28:00","00:28:00","9","1"
"APP_NEQ_2_400_METS","00:33:00","00:33:00","17","2"
"APP_NEQ_2_400_METS","00:36:00","00:36:00","18","3"
"APP_NEQ_2_400_METS","00:38:00","00:38:00","19","4"
"APP_NEQ_2_400_METS","00:40:00","00:40:00","20","5"
"APP_NEQ_2_400_METS","00:42:00","00:42:00","21","6"
"APP_NEQ_2_400_METS","00:44:00","00:44:00","22","7"
"APP_NEQ_2_400_METS","00:47:00","00:47:00","23","8"
"APP_NEQ_2_400_METS","00:49:00","00:49:00","24","9"
"APP_NEQ_2_400_METS","00:52:00","00:52:00","25","10"
"APP_NEQ_2_400_METS","00:54:00","00:54:00","26","11"
"APP_NEQ_2_400_METS","00:56:00","00:56:00","27","12"
"APP_NEQ_2_400_METS","01:04:00","01:04:00","28","13"
"APP_NEQ_2_401_METS","00:44:00","00:44:00","28","0"
"APP_NEQ_2_401_METS","00:49:00","00:49:00","27","1"
"APP_NEQ_2_401_METS","00:51:00","00:51:00","26","2"
"APP_NEQ_2_401_METS","00:54:00","00:54:00","25","3"
"APP_NEQ_2_401_METS","00:56:00","00:56:00","24","4"
"APP_NEQ_2_401_METS","00:58:00","00:58:00","23","5"
"APP_NEQ_2_401_METS","01:01:00","01:01:00","22","6"
"APP_NEQ_2_401_METS","01:04:00","01:04:00","21","7"
"APP_NEQ_2_401_METS","01:06:00","01:06:00","20","8"
"APP_NEQ_2_401_METS","01:08:00","01:08:00","19","9"
"APP_NEQ_2_401_METS","01:10:00","01:10:00","18","10"
"APP_NEQ_2_401_METS","01:11:00","01:11:00","17","11"
"APP_NEQ_2_401_METS","01:18:00","01:18:00","9","12"
"APP_NEQ_2_401_METS","01:29:00","01:29:00","8","13"
"APP_NEQ_2_402_METS","01:17:00","01:17:00","8","0"
"APP_NEQ_2_402_METS","01:28:00","01:28:00","9","1"
"APP_NEQ_2_402_METS","01:33:00","01:33:00","17","2"
"APP_NEQ_2_402_METS","01:36:00","01:36:00","18","3"
"APP_NEQ_2_402_METS","01:38:00","01:38:00","19","4"
"APP_NEQ_2_402_METS","01:40:00","01:40:00","20","5"
"APP_NEQ_2_402_METS","01:42:00","01:42:00","21","6"
"APP_NEQ_2_402_METS","01:44:00","01:44:00","22","7"
"APP_NEQ_2_402_METS","01:47:00","01:47:00","23","8"
"APP_NEQ_2_402_METS","01:49:00","01:49:00","24","9"
"APP_NEQ_2_402_METS","01:52:00","01:52:00","25","10"
"APP_NEQ_2_402_METS","01:56:00","01:56:00","26","11"
"APP_NEQ_2_402_METS","01:58:00","01:58:00","27","12"
"APP_NEQ_2_402_METS","02:04:00","02:04:00","28","13"
"APP_NEQ_2_414_METS","08:51:00","08:51:00","8","0"
"APP_NEQ_2_414_METS","09:02:00","09:02:00","9","1"
"APP_NEQ_2_414_METS","09:07:00","09:07:00","17","2"
"APP_NEQ_2_414_METS","09:10:00","09:10:00","18","3"
"APP_NEQ_2_414_METS","09:12:00","09:12:00","19","4"
"APP_NEQ_2_414_METS","09:14:00","09:14:00","20","5"
"APP_NEQ_2_414_METS","09:16:00","09:16:00","21","6"
"APP_NEQ_2_414_METS","09:18:00","09:18:00","22","7"
"APP_NEQ_2_414_METS","09:21:00","09:21:00","23","8"
"APP_NEQ_2_414_METS","09:23:00","09:23:00","24","9"
"APP_NEQ_2_414_METS","09:26:00","09:26:00","25","10"
"APP_NEQ_2_414_METS","09:29:00","09:29:00","26","11"
"APP_NEQ_2_414_METS","09:31:00","09:31:00","27","12"
"APP_NEQ_2_414_METS","09:37:00","09:37:00","28","13"
"APP_NEQ_2_416_METS","09:20:00","09:20:00","8","0"
"APP_NEQ_2_416_METS","09:31:00","09:31:00","9","1"
"APP_NEQ_2_416_METS","09:36:00","09:36:00","17","2"
"APP_NEQ_2_416_METS","09:39:00","09:39:00","18","3"
"APP_NEQ_2_416_METS","09:41:00","09:41:00","19","4"
"APP_NEQ_2_416_METS","09:44:00","09:44:00","21","5"
"APP_NEQ_2_416_METS","09:47:00","09:47:00","22","6"
"APP_NEQ_2_416_METS","09:49:00","09:49:00","23","7"
"APP_NEQ_2_416_METS","09:51:00","09:51:00","24","8"
"APP_NEQ_2_416_METS","09:54:00","09:54:00","25","9"
"APP_NEQ_2_416_METS","09:57:00","09:57:00","26","10"
"APP_NEQ_2_416_METS","10:05:00","10:05:00","28","11"
"APP_NEQ_2_418_METS","09:49:00","09:49:00","8","0"
"APP_NEQ_2_418_METS","10:00:00","10:00:00","9","1"
"APP_NEQ_2_418_METS","10:05:00","10:05:00","17","2"
"APP_NEQ_2_418_METS","10:10:00","10:10:00","18","3"
"APP_NEQ_2_418_METS","10:13:00","10:13:00","20","4"
"APP_NEQ_2_418_METS","10:16:00","10:16:00","22","5"
"APP_NEQ_2_418_METS","10:18:00","10:18:00","23","6"
"APP_NEQ_2_418_METS","10:20:00","10:20:00","24","7"
"APP_NEQ_2_418_METS","10:23:00","10:23:00","25","8"
"APP_NEQ_2_418_METS","10:26:00","10:26:00","26","9"
"APP_NEQ_2_418_METS","10:28:00","10:28:00","27","10"
"APP_NEQ_2_418_METS","10:35:00","10:35:00","28","11"
"APP_NEQ_2_420_METS","10:19:00","10:19:00","8","0"
"APP_NEQ_2_420_METS","10:30:00","10:30:00","9","1"
"APP_NEQ_2_420_METS","10:35:00","10:35:00","17","2"
"APP_NEQ_2_420_METS","10:40:00","10:40:00","18","3"
"APP_NEQ_2_420_METS","10:42:00","10:42:00","19","4"
"APP_NEQ_2_420_METS","10:45:00","10:45:00","21","5"
"APP_NEQ_2_420_METS","10:47:00","10:47:00","22","6"
"APP_NEQ_2_420_METS","10:49:00","10:49:00","23","7"
"APP_NEQ_2_420_METS","10:51:00","10:51:00","24","8"
"APP_NEQ_2_420_METS","10:54:00","10:54:00","25","9"
"APP_NEQ_2_420_METS","10:57:00","10:57:00","26","10"
"APP_NEQ_2_420_METS","11:05:00","11:05:00","28","11"
"APP_NEQ_2_422_METS","10:49:00","10:49:00","8","0"
"APP_NEQ_2_422_METS","11:00:00","11:00:00","9","1"
"APP_NEQ_2_422_METS","11:05:00","11:05:00","17","2"
"APP_NEQ_2_422_METS","11:10:00","11:10:00","18","3"
"APP_NEQ_2_422_METS","11:13:00","11:13:00","20","4"
"APP_NEQ_2_422_METS","11:16:00","11:16:00","22","5"
"APP_NEQ_2_422_METS","11:18:00","11:18:00","23","6"
"APP_NEQ_2_422_METS","11:20:00","11:20:00","24","7"
"APP_NEQ_2_422_METS","11:23:00","11:23:00","25","8"
"APP_NEQ_2_422_METS","11:26:00","11:26:00","26","9"
"APP_NEQ_2_422_METS","11:28:00","11:28:00","27","10"
"APP_NEQ_2_422_METS","11:35:00","11:35:00","28","11"
"APP_NEQ_2_424_METS","11:19:00","11:19:00","8","0"
"APP_NEQ_2_424_METS","11:30:00","11:30:00","9","1"
"APP_NEQ_2_424_METS","11:35:00","11:35:00","17","2"
"APP_NEQ_2_424_METS","11:40:00","11:40:00","18","3"
"APP_NEQ_2_424_METS","11:42:00","11:42:00","19","4"
"APP_NEQ_2_424_METS","11:45:00","11:45:00","21","5"
"APP_NEQ_2_424_METS","11:47:00","11:47:00","22","6"
"APP_NEQ_2_424_METS","11:49:00","11:49:00","23","7"
"APP_NEQ_2_424_METS","11:51:00","11:51:00","24","8"
"APP_NEQ_2_424_METS","11:54:00","11:54:00","25","9"
"APP_NEQ_2_424_METS","11:57:00","11:57:00","26","10"
"APP_NEQ_2_424_METS","12:05:00","12:05:00","28","11"
"APP_NEQ_2_426_METS","11:49:00","11:49:00","8","0"
"APP_NEQ_2_426_METS","12:00:00","12:00:00","9","1"
"APP_NEQ_2_426_METS","12:05:00","12:05:00","17","2"
"APP_NEQ_2_426_METS","12:10:00","12:10:00","18","3"
"APP_NEQ_2_426_METS","12:13:00","12:13:00","20","4"
"APP_NEQ_2_426_METS","12:16:00","12:16:00","22","5"
"APP_NEQ_2_426_METS","12:18:00","12:18:00","23","6"
"APP_NEQ_2_426_METS","12:20:00","12:20:00","24","7"
"APP_NEQ_2_426_METS","12:23:00","12:23:00","25","8"
"APP_NEQ_2_426_METS","12:26:00","12:26:00","26","9"
"APP_NEQ_2_426_METS","12:28:00","12:28:00","27","10"
"APP_NEQ_2_426_METS","12:35:00","12:35:00","28","11"
"APP_NEQ_2_428_METS","12:19:00","12:19:00","8","0"
"APP_NEQ_2_428_METS","12:30:00","12:30:00","9","1"
"APP_NEQ_2_428_METS","12:35:00","12:35:00","17","2"
"APP_NEQ_2_428_METS","12:40:00","12:40:00","18","3"
"APP_NEQ_2_428_METS","12:42:00","12:42:00","19","4"
"APP_NEQ_2_428_METS","12:45:00","12:45:00","21","5"
"APP_NEQ_2_428_METS","12:47:00","12:47:00","22","6"
"APP_NEQ_2_428_METS","12:49:00","12:49:00","23","7"
"APP_NEQ_2_428_METS","12:51:00","12:51:00","24","8"
"APP_NEQ_2_428_METS","12:54:00","12:54:00","25","9"
"APP_NEQ_2_428_METS","12:57:00","12:57:00","26","10"
"APP_NEQ_2_428_METS","13:05:00","13:05:00","28","11"
"APP_NEQ_2_430_METS","12:49:00","12:49:00","8","0"
"APP_NEQ_2_430_METS","13:00:00","13:00:00","9","1"
"APP_NEQ_2_430_METS","13:05:00","13:05:00","17","2"
"APP_NEQ_2_430_METS","13:10:00","13:10:00","18","3"
"APP_NEQ_2_430_METS","13:13:00","13:13:00","20","4"
"APP_NEQ_2_430_METS","13:16:00","13:16:00","22","5"
"APP_NEQ_2_430_METS","13:18:00","13:18:00","23","6"
"APP_NEQ_2_430_METS","13:20:00","13:20:00","24","7"
"APP_NEQ_2_430_METS","13:23:00","13:23:00","25","8"
"APP_NEQ_2_430_METS","13:26:00","13:26:00","26","9"
"APP_NEQ_2_430_METS","13:28:00","13:28:00","27","10"
"APP_NEQ_2_430_METS","13:35:00","13:35:00","28","11"
"APP_NEQ_2_432_METS","13:19:00","13:19:00","8","0"
"APP_NEQ_2_432_METS","13:30:00","13:30:00","9","1"
"APP_NEQ_2_432_METS","13:35:00","13:35:00","17","2"
"APP_NEQ_2_432_METS","13:40:00","13:40:00","18","3"
"APP_NEQ_2_432_METS","13:42:00","13:42:00","19","4"
"APP_NEQ_2_432_METS","13:45:00","13:45:00","21","5"
"APP_NEQ_2_432_METS","13:47:00","13:47:00","22","6"
"APP_NEQ_2_432_METS","13:49:00","13:49:00","23","7"
"APP_NEQ_2_432_METS","13:51:00","13:51:00","24","8"
"APP_NEQ_2_432_METS","13:54:00","13:54:00","25","9"
"APP_NEQ_2_432_METS","13:57:00","13:57:00","26","10"
"APP_NEQ_2_432_METS","14:05:00","14:05:00","28","11"
"APP_NEQ_2_433_METS","09:40:00","09:40:00","28","0"
"APP_NEQ_2_433_METS","09:45:00","09:45:00","27","1"
"APP_NEQ_2_433_METS","09:47:00","09:47:00","26","2"
"APP_NEQ_2_433_METS","09:50:00","09:50:00","25","3"
"APP_NEQ_2_433_METS","09:52:00","09:52:00","24","4"
"APP_NEQ_2_433_METS","09:54:00","09:54:00","23","5"
"APP_NEQ_2_433_METS","09:57:00","09:57:00","22","6"
"APP_NEQ_2_433_METS","10:01:00","10:01:00","20","7"
"APP_NEQ_2_433_METS","10:04:00","10:04:00","18","8"
"APP_NEQ_2_433_METS","10:05:00","10:05:00","17","9"
"APP_NEQ_2_433_METS","10:15:00","10:15:00","9","10"
"APP_NEQ_2_433_METS","10:25:00","10:25:00","8","11"
"APP_NEQ_2_434_METS","13:46:00","13:46:00","8","0"
"APP_NEQ_2_434_METS","13:57:00","13:57:00","9","1"
"APP_NEQ_2_434_METS","14:02:00","14:02:00","17","2"
"APP_NEQ_2_434_METS","14:08:00","14:08:00","18","3"
"APP_NEQ_2_434_METS","14:12:00","14:12:00","20","4"
"APP_NEQ_2_434_METS","14:16:00","14:16:00","22","5"
"APP_NEQ_2_434_METS","14:18:00","14:18:00","23","6"
"APP_NEQ_2_434_METS","14:20:00","14:20:00","24","7"
"APP_NEQ_2_434_METS","14:23:00","14:23:00","25","8"
"APP_NEQ_2_434_METS","14:26:00","14:26:00","26","9"
"APP_NEQ_2_434_METS","14:28:00","14:28:00","27","10"
"APP_NEQ_2_434_METS","14:35:00","14:35:00","28","11"
"APP_NEQ_2_435_METS","10:10:00","10:10:00","28","0"
"APP_NEQ_2_435_METS","10:17:00","10:17:00","26","1"
"APP_NEQ_2_435_METS","10:20:00","10:20:00","25","2"
"APP_NEQ_2_435_METS","10:22:00","10:22:00","24","3"
"APP_NEQ_2_435_METS","10:24:00","10:24:00","23","4"
"APP_NEQ_2_435_METS","10:27:00","10:27:00","22","5"
"APP_NEQ_2_435_METS","10:29:00","10:29:00","21","6"
"APP_NEQ_2_435_METS","10:33:00","10:33:00","19","7"
"APP_NEQ_2_435_METS","10:35:00","10:35:00","18","8"
"APP_NEQ_2_435_METS","10:36:00","10:36:00","17","9"
"APP_NEQ_2_435_METS","10:45:00","10:45:00","9","10"
"APP_NEQ_2_435_METS","10:55:00","10:55:00","8","11"
"APP_NEQ_2_436_METS","14:19:00","14:19:00","8","0"
"APP_NEQ_2_436_METS","14:30:00","14:30:00","9","1"
"APP_NEQ_2_436_METS","14:35:00","14:35:00","17","2"
"APP_NEQ_2_436_METS","14:40:00","14:40:00","18","3"
"APP_NEQ_2_436_METS","14:42:00","14:42:00","19","4"
"APP_NEQ_2_436_METS","14:45:00","14:45:00","21","5"
"APP_NEQ_2_436_METS","14:47:00","14:47:00","22","6"
"APP_NEQ_2_436_METS","14:49:00","14:49:00","23","7"
"APP_NEQ_2_436_METS","14:51:00","14:51:00","24","8"
"APP_NEQ_2_436_METS","14:54:00","14:54:00","25","9"
"APP_NEQ_2_436_METS","14:57:00","14:57:00","26","10"
"APP_NEQ_2_436_METS","15:05:00","15:05:00","28","11"
"APP_NEQ_2_437_METS","10:40:00","10:40:00","28","0"
"APP_NEQ_2_437_METS","10:45:00","10:45:00","27","1"
"APP_NEQ_2_437_METS","10:47:00","10:47:00","26","2"
"APP_NEQ_2_437_METS","10:50:00","10:50:00","25","3"
"APP_NEQ_2_437_METS","10:52:00","10:52:00","24","4"
"APP_NEQ_2_437_METS","10:54:00","10:54:00","23","5"
"APP_NEQ_2_437_METS","10:57:00","10:57:00","22","6"
"APP_NEQ_2_437_METS","11:01:00","11:01:00","20","7"
"APP_NEQ_2_437_METS","11:04:00","11:04:00","18","8"
"APP_NEQ_2_437_METS","11:05:00","11:05:00","17","9"
"APP_NEQ_2_437_METS","11:15:00","11:15:00","9","10"
"APP_NEQ_2_437_METS","11:25:00","11:25:00","8","11"
"APP_NEQ_2_438_METS","14:49:00","14:49:00","8","0"
"APP_NEQ_2_438_METS","15:00:00","15:00:00","9","1"
"APP_NEQ_2_438_METS","15:05:00","15:05:00","17","2"
"APP_NEQ_2_438_METS","15:10:00","15:10:00","18","3"
"APP_NEQ_2_438_METS","15:13:00","15:13:00","20","4"
"APP_NEQ_2_438_METS","15:16:00","15:16:00","22","5"
"APP_NEQ_2_438_METS","15:18:00","15:18:00","23","6"
"APP_NEQ_2_438_METS","15:20:00","15:20:00","24","7"
"APP_NEQ_2_438_METS","15:23:00","15:23:00","25","8"
"APP_NEQ_2_438_METS","15:26:00","15:26:00","26","9"
"APP_NEQ_2_438_METS","15:28:00","15:28:00","27","10"
"APP_NEQ_2_438_METS","15:35:00","15:35:00","28","11"
"APP_NEQ_2_439_METS","11:10:00","11:10:00","28","0"
"APP_NEQ_2_439_METS","11:17:00","11:17:00","26","1"
"APP_NEQ_2_439_METS","11:20:00","11:20:00","25","2"
"APP_NEQ_2_439_METS","11:22:00","11:22:00","24","3"
"APP_NEQ_2_439_METS","11:24:00","11:24:00","23","4"
"APP_NEQ_2_439_METS","11:27:00","11:27:00","22","5"
"APP_NEQ_2_439_METS","11:29:00","11:29:00","21","6"
"APP_NEQ_2_439_METS","11:33:00","11:33:00","19","7"
"APP_NEQ_2_439_METS","11:35:00","11:35:00","18","8"
"APP_NEQ_2_439_METS","11:36:00","11:36:00","17","9"
"APP_NEQ_2_439_METS","11:45:00","11:45:00","9","10"
"APP_NEQ_2_439_METS","11:55:00","11:55:00","8","11"
"APP_NEQ_2_440_METS","15:18:00","15:18:00","8","0"
"APP_NEQ_2_440_METS","15:29:00","15:29:00","9","1"
"APP_NEQ_2_440_METS","15:34:00","15:34:00","17","2"
"APP_NEQ_2_440_METS","15:36:00","15:36:00","18","3"
"APP_NEQ_2_440_METS","15:38:00","15:38:00","19","4"
"APP_NEQ_2_440_METS","15:40:00","15:40:00","20","5"
"APP_NEQ_2_440_METS","15:42:00","15:42:00","21","6"
"APP_NEQ_2_440_METS","15:45:00","15:45:00","22","7"
"APP_NEQ_2_440_METS","15:48:00","15:48:00","23","8"
"APP_NEQ_2_440_METS","15:50:00","15:50:00","24","9"
"APP_NEQ_2_440_METS","15:53:00","15:53:00","25","10"
"APP_NEQ_2_440_METS","15:56:00","15:56:00","26","11"
"APP_NEQ_2_440_METS","15:58:00","15:58:00","27","12"
"APP_NEQ_2_440_METS","16:03:00","16:03:00","28","13"
"APP_NEQ_2_441_METS","11:40:00","11:40:00","28","0"
"APP_NEQ_2_441_METS","11:45:00","11:45:00","27","1"
"APP_NEQ_2_441_METS","11:47:00","11:47:00","26","2"
"APP_NEQ_2_441_METS","11:50:00","11:50:00","25","3"
"APP_NEQ_2_441_METS","11:52:00","11:52:00","24","4"
"APP_NEQ_2_441_METS","11:54:00","11:54:00","23","5"
"APP_NEQ_2_441_METS","11:57:00","11:57:00","22","6"
"APP_NEQ_2_441_METS","12:01:00","12:01:00","20","7"
"APP_NEQ_2_441_METS","12:04:00","12:04:00","18","8"
"APP_NEQ_2_441_METS","12:05:00","12:05:00","17","9"
"APP_NEQ_2_441_METS","12:15:00","12:15:00","9","10"
"APP_NEQ_2_441_METS","12:25:00","12:25:00","8","11"
"APP_NEQ_2_442_METS","15:49:00","15:49:00","8","0"
"APP_NEQ_2_442_METS","16:00:00","16:00:00","9","1"
"APP_NEQ_2_442_METS","16:05:00","16:05:00","17","2"
"APP_NEQ_2_442_METS","16:07:00","16:07:00","18","3"
"APP_NEQ_2_442_METS","16:09:00","16:09:00","19","4"
"APP_NEQ_2_442_METS","16:11:00","16:11:00","20","5"
"APP_NEQ_2_442_METS","16:13:00","16:13:00","21","6"
"APP_NEQ_2_442_METS","16:16:00","16:16:00","22","7"
"APP_NEQ_2_442_METS","16:19:00","16:19:00","23","8"
"APP_NEQ_2_442_METS","16:21:00","16:21:00","24","9"
"APP_NEQ_2_442_METS","16:24:00","16:24:00","25","10"
"APP_NEQ_2_442_METS","16:27:00","16:27:00","26","11"
"APP_NEQ_2_442_METS","16:29:00","16:29:00","27","12"
"APP_NEQ_2_442_METS","16:34:00","16:34:00","28","13"
"APP_NEQ_2_443_METS","12:10:00","12:10:00","28","0"
"APP_NEQ_2_443_METS","12:17:00","12:17:00","26","1"
"APP_NEQ_2_443_METS","12:20:00","12:20:00","25","2"
"APP_NEQ_2_443_METS","12:22:00","12:22:00","24","3"
"APP_NEQ_2_443_METS","12:24:00","12:24:00","23","4"
"APP_NEQ_2_443_METS","12:27:00","12:27:00","22","5"
"APP_NEQ_2_443_METS","12:29:00","12:29:00","21","6"
"APP_NEQ_2_443_METS","12:33:00","12:33:00","19","7"
"APP_NEQ_2_443_METS","12:35:00","12:35:00","18","8"
"APP_NEQ_2_443_METS","12:36:00","12:36:00","17","9"
"APP_NEQ_2_443_METS","12:45:00","12:45:00","9","10"
"APP_NEQ_2_443_METS","12:55:00","12:55:00","8","11"
"APP_NEQ_2_445_METS","12:40:00","12:40:00","28","0"
"APP_NEQ_2_445_METS","12:45:00","12:45:00","27","1"
"APP_NEQ_2_445_METS","12:47:00","12:47:00","26","2"
"APP_NEQ_2_445_METS","12:50:00","12:50:00","25","3"
"APP_NEQ_2_445_METS","12:52:00","12:52:00","24","4"
"APP_NEQ_2_445_METS","12:54:00","12:54:00","23","5"
"APP_NEQ_2_445_METS","12:57:00","12:57:00","22","6"
"APP_NEQ_2_445_METS","13:01:00","13:01:00","20","7"
"APP_NEQ_2_445_METS","13:04:00","13:04:00","18","8"
"APP_NEQ_2_445_METS","13:05:00","13:05:00","17","9"
"APP_NEQ_2_445_METS","13:15:00","13:15:00","9","10"
"APP_NEQ_2_445_METS","13:25:00","13:25:00","8","11"
"APP_NEQ_2_447_METS","13:10:00","13:10:00","28","0"
"APP_NEQ_2_447_METS","13:17:00","13:17:00","26","1"
"APP_NEQ_2_447_METS","13:20:00","13:20:00","25","2"
"APP_NEQ_2_447_METS","13:22:00","13:22:00","24","3"
"APP_NEQ_2_447_METS","13:24:00","13:24:00","23","4"
"APP_NEQ_2_447_METS","13:27:00","13:27:00","22","5"
"APP_NEQ_2_447_METS","13:29:00","13:29:00","21","6"
"APP_NEQ_2_447_METS","13:33:00","13:33:00","19","7"
"APP_NEQ_2_447_METS","13:35:00","13:35:00","18","8"
