borough,VendorID,trip_distance,taxitime,speed
Bronx,1.358003236462235,3.0118883861360497,807.320217633247,15.497903430642843
Brooklyn,1.3457761742371253,3.817545433200772,1082.7952767757681,23.965447583601232
EWR,1.265625,1.1081250000000002,40.82812504525,256.4355116024844
Manhattan,1.4096208302395514,4.168034291523331,1273.848189060746,13.865304482694645
Queens,1.3946192858417426,5.588077260266053,1322.228085116091,41.88305747060851
Staten Island,1.2142857142857142,0.17071428571428574,52.42857147035715,22.496704915357146
Unknown,1.3830220274553076,1.6267262794049988,406.3054301764572,104.93874918959031
