borough,VendorID,trip_distance,taxitime,speed
Bronx,1.0,2.2,629.666666707,12.52513306
Brooklyn,1.3033008658008658,3.2554256410256412,891.218749928125,13.121480843227271
EWR,1.265625,1.1081250000000002,40.82812504525,256.4355116024844
Manhattan,1.411764705882353,3.5942045454545437,1201.3701492602986,11.999818004729411
Queens,1.3630681818181818,4.4151851851851855,928.0,17.792708448333332
Staten Island,1.0,0.0,35.00000001,0.0
Unknown,1.2736198124863725,1.470442558809998,283.62921212938,19.522616360059637
