,startid,endid
164929,3528,3388
164930,3522,3396
164931,3522,3386
164932,3522,3384
164933,3522,3321
164934,3522,3388
164935,3691,3396
164936,3691,3386
164937,3691,3384
164938,3691,3321
164939,3691,3388
164940,3519,3396
164941,3519,3386
164942,3519,3384
164943,3519,3321
164944,3519,3388
164945,3616,3396
164946,3616,3386
164947,3616,3384
164948,3616,3321
164949,3616,3388
165000,3528,3168
165001,3528,3226
165004,3528,3143
165005,3522,3168
165006,3522,3226
165007,3522,3282
165009,3522,3143
165010,3691,3168
165011,3691,3226
165014,3691,3143
165015,3519,3168
165016,3519,3226
165019,3519,3143
165020,3616,3168
165021,3616,3226
165022,3616,3282
165024,3616,3143
165025,3528,355
165026,3528,296
165028,3528,308
165030,3522,355
165031,3522,296
165032,3522,3435
165033,3522,308
165034,3522,268
165035,3691,355
165036,3691,296
165038,3691,308
165040,3519,355
165041,3519,296
165043,3519,308
165045,3616,355
165046,3616,296
165047,3616,3435
165048,3616,308
165049,3616,268
165059,3522,3498
165074,3616,3498
165125,3528,399
165126,3528,364
165127,3528,244
165128,3528,258
165129,3528,275
165130,3522,399
165131,3522,364
165132,3522,244
165133,3522,258
165134,3522,275
165135,3691,399
165136,3691,364
165137,3691,244
165138,3691,258
165139,3691,275
165140,3519,399
165141,3519,364
165142,3519,244
165143,3519,258
165144,3519,275
165145,3616,399
165146,3616,364
165147,3616,244
165148,3616,258
165149,3616,275
165200,3528,3308
165201,3528,3408
165202,3528,3298
165203,3528,3303
165205,3522,3308
165206,3522,3408
165207,3522,3298
165208,3522,3303
165210,3691,3308
165211,3691,3408
165212,3691,3298
165213,3691,3303
165215,3519,3308
165216,3519,3408
165217,3519,3298
165218,3519,3303
165220,3616,3308
165221,3616,3408
165222,3616,3298
165223,3616,3303
165250,3528,3394
165251,3528,3393
165254,3528,3669
165255,3522,3394
165256,3522,3393
165259,3522,3669
165260,3691,3394
165261,3691,3393
165264,3691,3669
165265,3519,3394
165266,3519,3393
165269,3519,3669
165270,3616,3394
165271,3616,3393
165274,3616,3669
165454,3528,3046
165459,3522,3046
165464,3691,3046
165469,3519,3046
165474,3616,3046
165580,3522,3142
165582,3522,3243
165584,3522,3134
165595,3616,3142
165597,3616,3243
165599,3616,3134
166280,3522,262
166281,3522,241
166282,3522,245
166283,3522,270
166284,3522,419
166295,3616,262
166296,3616,241
166297,3616,245
166298,3616,270
166299,3616,419
166400,3528,3399
166401,3528,3373
166402,3528,3401
166403,3528,3403
166404,3528,3404
166405,3522,3399
166406,3522,3373
166407,3522,3401
166408,3522,3403
166409,3522,3404
166410,3691,3399
166411,3691,3373
166412,3691,3401
166413,3691,3403
166414,3691,3404
166415,3519,3399
166416,3519,3373
166417,3519,3401
166418,3519,3403
166419,3519,3404
166420,3616,3399
166421,3616,3373
166422,3616,3401
166423,3616,3403
166424,3616,3404
166475,3528,3254
166480,3522,3254
166485,3691,3254
166490,3519,3254
166495,3616,3254
166501,3528,3317
166503,3528,3313
166506,3522,3317
166508,3522,3313
166511,3691,3317
166513,3691,3313
166516,3519,3317
166518,3519,3313
166521,3616,3317
166523,3616,3313
166525,3528,3106
166526,3528,3108
166527,3528,3100
166529,3528,3095
166530,3522,3106
166531,3522,3108
166532,3522,3100
166534,3522,3095
166535,3691,3106
166536,3691,3108
166537,3691,3100
166539,3691,3095
166540,3519,3106
166541,3519,3108
166542,3519,3100
166544,3519,3095
166545,3616,3106
166546,3616,3108
166547,3616,3100
166549,3616,3095
166774,3616,3074
166846,3616,328
166848,3616,128
167106,3522,540
167107,3522,528
167108,3522,546
167109,3522,536
167121,3616,540
167122,3616,528
167123,3616,546
167124,3616,536
167281,3522,151
167283,3522,531
167284,3522,251
167296,3616,151
167298,3616,531
167299,3616,251
167484,3522,3545
167499,3616,3545
167503,3528,3508
167508,3522,3508
167513,3691,3508
167518,3519,3508
167523,3616,3508
167595,3616,3647
167600,3528,3686
167601,3528,405
167604,3528,3472
167605,3522,3686
167606,3522,405
167609,3522,3472
167610,3691,3686
167611,3691,405
167614,3691,3472
167615,3519,3686
167616,3519,405
167619,3519,3472
167620,3616,3686
167621,3616,405
167624,3616,3472
167654,3528,3068
167659,3522,3068
167664,3691,3068
167669,3519,3068
167674,3616,3068
167800,3528,3536
167801,3528,3542
167802,3528,3539
167803,3528,3623
167804,3528,3552
167805,3522,3536
167806,3522,3542
167807,3522,3539
167808,3522,3623
167809,3522,3552
167810,3691,3536
167811,3691,3542
167812,3691,3539
167813,3691,3623
167814,3691,3552
167815,3519,3536
167816,3519,3542
167817,3519,3539
167818,3519,3623
167819,3519,3552
167820,3616,3536
167821,3616,3542
167822,3616,3539
167823,3616,3623
167824,3616,3552
168300,3528,3574
168301,3528,3576
168302,3528,3558
168303,3528,3544
168304,3528,3581
168305,3522,3574
168306,3522,3576
168307,3522,3558
168308,3522,3544
168309,3522,3581
168310,3691,3574
168311,3691,3576
168312,3691,3558
168313,3691,3544
168314,3691,3581
168315,3519,3574
168316,3519,3576
168317,3519,3558
168318,3519,3544
168319,3519,3581
168320,3616,3574
168321,3616,3576
168322,3616,3558
168323,3616,3544
168324,3616,3581
168328,3528,3354
168333,3522,3354
168338,3691,3354
168343,3519,3354
168348,3616,3354
168420,3616,3560
168421,3616,3625
168422,3616,3563
168423,3616,3559
168424,3616,3654
168431,3522,3351
168446,3616,3351
168605,3522,3565
168606,3522,3646
168607,3522,3557
168608,3522,3554
168620,3616,3565
168621,3616,3646
168622,3616,3557
168623,3616,3554
168750,3528,279
168751,3528,306
168752,3528,351
168753,3528,264
168754,3528,316
168755,3522,279
168756,3522,306
168757,3522,351
168758,3522,264
168759,3522,316
168760,3691,279
168761,3691,306
168762,3691,351
168763,3691,264
168764,3691,316
168765,3519,279
168766,3519,306
168767,3519,351
168768,3519,264
168769,3519,316
168770,3616,279
168771,3616,306
168772,3616,351
168773,3616,264
168774,3616,316
169100,3528,433
169101,3528,504
169102,3528,2003
169103,3528,487
169105,3522,433
169106,3522,504
169107,3522,2003
169108,3522,487
169110,3691,433
169111,3691,504
169112,3691,2003
169113,3691,487
169115,3519,433
169116,3519,504
169117,3519,2003
169118,3519,487
169120,3616,433
169121,3616,504
169122,3616,2003
169123,3616,487
169232,3522,3688
169234,3522,305
169247,3616,3688
169249,3616,305
169296,3616,3461
169297,3616,426
169298,3616,152
169299,3616,276
169301,3528,361
169306,3522,361
169311,3691,361
169316,3519,361
169321,3616,361
169405,3522,3294
169406,3522,3292
169408,3522,3284
169409,3522,3336
169420,3616,3294
169421,3616,3292
169423,3616,3284
169424,3616,3336
169431,3522,3671
169432,3522,3146
169433,3522,3438
169446,3616,3671
169447,3616,3146
169448,3616,3438
169701,3528,3684
169706,3522,3684
169711,3691,3684
169716,3519,3684
169721,3616,3684
169875,3528,3077
169876,3528,3071
169877,3528,3073
169878,3528,3069
169879,3528,3080
169880,3522,3077
169881,3522,3071
169882,3522,3073
169883,3522,3069
169884,3522,3080
169885,3691,3077
169886,3691,3071
169887,3691,3073
169888,3691,3069
169889,3691,3080
169890,3519,3077
169891,3519,3071
169892,3519,3073
169893,3519,3069
169894,3519,3080
169895,3616,3077
169896,3616,3071
169897,3616,3073
169898,3616,3069
169899,3616,3080
170001,3528,417
170006,3522,417
170011,3691,417
170016,3519,417
170021,3616,417
170055,3522,3148
170056,3522,3150
170057,3522,3288
170058,3522,3157
170059,3522,3290
170070,3616,3148
170071,3616,3150
170072,3616,3288
170073,3616,3157
170074,3616,3290
170150,3131,3677
170151,3131,3193
170152,3131,3194
170153,3131,3678
170154,3131,3679
170165,3152,3677
170166,3152,3193
170167,3152,3194
170168,3152,3678
170169,3152,3679
170170,3447,3677
170171,3447,3193
170172,3447,3194
170173,3447,3678
170174,3447,3679
170175,3131,394
170176,3131,339
170177,3131,3632
170178,3131,445
170179,3131,266
170190,3152,394
170191,3152,339
170192,3152,3632
170193,3152,445
170194,3152,266
170195,3447,394
170196,3447,339
170197,3447,3632
170198,3447,445
170199,3447,266
170200,3131,3603
170201,3131,3602
170202,3131,3605
170203,3131,3593
170204,3131,3666
170215,3152,3603
170216,3152,3602
170217,3152,3605
170218,3152,3593
170219,3152,3666
170220,3447,3603
170221,3447,3602
170222,3447,3605
170223,3447,3593
170224,3447,3666
170225,3131,3524
170226,3131,3514
170227,3131,3532
170228,3131,3513
170229,3131,3515
170230,3141,3524
170231,3141,3514
170232,3141,3532
170233,3141,3513
170234,3141,3515
170235,3376,3524
170236,3376,3514
170237,3376,3532
170238,3376,3513
170239,3376,3515
170240,3152,3524
170241,3152,3514
170242,3152,3532
170243,3152,3513
170244,3152,3515
170245,3447,3524
170246,3447,3514
170247,3447,3532
170248,3447,3513
170249,3447,3515
170250,3131,3477
170251,3131,3478
170252,3131,3423
170253,3131,3310
170254,3131,3300
170265,3152,3477
170266,3152,3478
170267,3152,3423
170268,3152,3310
170269,3152,3300
170270,3447,3477
170271,3447,3478
170272,3447,3423
170273,3447,3310
170274,3447,3300
170275,3131,2008
170276,3131,304
170277,3131,427
170278,3131,534
170279,3131,259
170290,3152,2008
170291,3152,304
170292,3152,427
170293,3152,534
170294,3152,259
170295,3447,2008
170296,3447,304
170297,3447,427
170298,3447,534
170299,3447,259
170300,3131,3002
170301,3131,363
170302,3131,327
170303,3131,309
170304,3131,195
170315,3152,3002
170316,3152,363
170317,3152,327
170318,3152,309
170319,3152,195
170320,3447,3002
170321,3447,363
170322,3447,327
170323,3447,309
170324,3447,195
170327,3131,3324
170328,3131,3322
170329,3131,3319
170342,3152,3324
170343,3152,3322
170344,3152,3319
170347,3447,3324
170348,3447,3322
170349,3447,3319
170350,3131,3528
170351,3131,3522
170352,3131,3597
170353,3131,3598
170354,3131,3691
170365,3152,3528
170366,3152,3522
170367,3152,3597
170368,3152,3598
170369,3152,3691
170370,3447,3528
170371,3447,3522
170372,3447,3597
170373,3447,3598
170374,3447,3691
170375,3131,3054
170376,3131,3050
170377,3131,3241
170378,3131,3052
170379,3131,3057
170390,3152,3054
170391,3152,3050
170392,3152,3241
170393,3152,3052
170394,3152,3057
170395,3447,3054
170396,3447,3050
170397,3447,3241
170398,3447,3052
170399,3447,3057
170400,3131,3505
170401,3131,3529
170402,3131,3622
170403,3131,3531
170404,3131,3629
170415,3152,3505
170416,3152,3529
170417,3152,3622
170418,3152,3531
170419,3152,3629
170420,3447,3505
170421,3447,3529
170422,3447,3622
170423,3447,3531
170424,3447,3629
170452,3131,3499
170453,3131,3504
170454,3131,3507
170467,3152,3499
170468,3152,3504
170469,3152,3507
170472,3447,3499
170473,3447,3504
170474,3447,3507
170475,3131,3350
170476,3131,3331
170477,3131,3689
170478,3131,3366
170479,3131,3357
170490,3152,3350
170491,3152,3331
170492,3152,3689
170493,3152,3366
170494,3152,3357
170495,3447,3350
170496,3447,3331
170497,3447,3689
170498,3447,3366
170499,3447,3357
170500,3131,3412
170501,3131,3411
170502,3131,3410
170503,3131,3413
170504,3131,3486
170515,3152,3412
170516,3152,3411
170517,3152,3410
170518,3152,3413
170519,3152,3486
170520,3447,3412
170521,3447,3411
170522,3447,3410
170523,3447,3413
170524,3447,3486
170552,3131,3064
170553,3131,3083
170554,3131,3662
170567,3152,3064
170568,3152,3083
170569,3152,3662
170572,3447,3064
170573,3447,3083
170574,3447,3662
170576,3131,3599
170577,3131,3601
170591,3152,3599
170592,3152,3601
170596,3447,3599
170597,3447,3601
170625,3131,391
170626,3131,406
170627,3131,322
170628,3131,314
170629,3131,407
170640,3152,391
170641,3152,406
170642,3152,322
170643,3152,314
170644,3152,407
170645,3447,391
170646,3447,406
170647,3447,322
170648,3447,314
170649,3447,407
170650,3131,3042
170651,3131,3043
170652,3131,3044
170653,3131,3041
170654,3131,3604
170665,3152,3042
170666,3152,3043
170667,3152,3044
170668,3152,3041
170669,3152,3604
170670,3447,3042
170671,3447,3043
170672,3447,3044
170673,3447,3041
170674,3447,3604
170677,3131,3058
170678,3131,3059
170679,3131,3179
170692,3152,3058
170693,3152,3059
170694,3152,3179
170697,3447,3058
170698,3447,3059
170699,3447,3179
170728,3131,3596
170729,3131,3631
170743,3152,3596
170744,3152,3631
170748,3447,3596
170749,3447,3631
170750,3131,3396
170751,3131,3386
170752,3131,3384
170753,3131,3321
170754,3131,3388
170765,3152,3396
170766,3152,3386
170767,3152,3384
170768,3152,3321
170769,3152,3388
170770,3447,3396
170771,3447,3386
170772,3447,3384
170773,3447,3321
170774,3447,3388
170778,3131,3510
170779,3131,3518
170793,3152,3510
170794,3152,3518
170798,3447,3510
170799,3447,3518
170825,3131,3168
170826,3131,3226
170827,3131,3282
170828,3131,3170
170829,3131,3143
170840,3152,3168
170841,3152,3226
170842,3152,3282
170843,3152,3170
170844,3152,3143
170845,3447,3168
170846,3447,3226
170847,3447,3282
170848,3447,3170
170849,3447,3143
170850,3131,355
170851,3131,296
170852,3131,3435
170853,3131,308
170854,3131,268
170865,3152,355
170866,3152,296
170867,3152,3435
170868,3152,308
170869,3152,268
170870,3447,355
170871,3447,296
170872,3447,3435
170873,3447,308
170874,3447,268
170900,3131,350
170901,3131,311
170902,3131,307
170903,3131,356
170904,3131,340
170915,3152,350
170916,3152,311
170917,3152,307
170918,3152,356
170919,3152,340
170920,3447,350
170921,3447,311
170922,3447,307
170923,3447,356
170924,3447,340
170925,3131,399
170926,3131,364
170927,3131,244
170928,3131,258
170929,3131,275
170940,3152,399
170941,3152,364
170942,3152,244
170943,3152,258
170944,3152,275
170945,3447,399
170946,3447,364
170947,3447,244
170948,3447,258
170949,3447,275
170950,3131,495
170951,3131,508
170952,3131,515
170953,3131,479
170954,3131,480
170965,3152,495
170966,3152,508
170967,3152,515
170968,3152,479
170969,3152,480
170970,3447,495
170971,3447,508
170972,3447,515
170973,3447,479
170974,3447,480
171000,3131,3308
171001,3131,3408
171002,3131,3298
171003,3131,3303
171015,3152,3308
171016,3152,3408
171017,3152,3298
171018,3152,3303
171020,3447,3308
171021,3447,3408
171022,3447,3298
171023,3447,3303
171028,3131,3519
171043,3152,3519
171048,3447,3519
171050,3131,3394
171051,3131,3393
171052,3131,3342
171053,3131,3333
171054,3131,3669
171065,3152,3394
171066,3152,3393
171067,3152,3342
171068,3152,3333
171069,3152,3669
171070,3447,3394
171071,3447,3393
171072,3447,3342
171073,3447,3333
171074,3447,3669
171104,3131,3498
171119,3152,3498
171124,3447,3498
171125,3131,3585
171128,3131,3579
171129,3131,3584
171140,3152,3585
171143,3152,3579
171144,3152,3584
171145,3447,3585
171148,3447,3579
171149,3447,3584
171154,3131,3046
171169,3152,3046
171174,3447,3046
171175,3131,323
171176,3131,390
171177,3131,392
171178,3131,261
171179,3131,239
171190,3152,323
171191,3152,390
171192,3152,392
171193,3152,261
171194,3152,239
171195,3447,323
171196,3447,390
171197,3447,392
171198,3447,261
171199,3447,239
171200,3131,414
171201,3131,418
171202,3131,3674
171203,3131,2000
171204,3131,2001
171215,3152,414
171216,3152,418
171217,3152,3674
171218,3152,2000
171219,3152,2001
171220,3447,414
171221,3447,418
171222,3447,3674
171223,3447,2000
171224,3447,2001
171250,3131,3142
171251,3131,3141
171252,3131,3243
171253,3131,3376
171254,3131,3134
171265,3152,3142
171266,3152,3141
171267,3152,3243
171268,3152,3376
171269,3152,3134
171270,3447,3142
171271,3447,3141
171272,3447,3243
171273,3447,3376
171274,3447,3134
171304,3131,3616
171319,3152,3616
171324,3447,3616
171325,3131,3490
171326,3131,3495
171327,3131,3551
171328,3131,3494
171329,3131,3491
171340,3152,3490
171341,3152,3495
171342,3152,3551
171343,3152,3494
171344,3152,3491
171345,3447,3490
171346,3447,3495
171347,3447,3551
171348,3447,3494
171349,3447,3491
171375,3131,432
171376,3131,317
171390,3152,432
171391,3152,317
171395,3447,432
171396,3447,317
171401,3131,3086
171402,3131,3430
171403,3131,3081
171404,3131,3094
171416,3152,3086
171417,3152,3430
171418,3152,3081
171419,3152,3094
171421,3447,3086
171422,3447,3430
171423,3447,3081
171424,3447,3094
171428,3131,3572
171429,3131,3570
171443,3152,3572
171444,3152,3570
171448,3447,3572
171449,3447,3570
171453,3131,3123
171454,3131,3221
171468,3152,3123
171469,3152,3221
171473,3447,3123
171474,3447,3221
171479,3131,3661
171494,3152,3661
171499,3447,3661
171501,3131,360
171502,3131,415
171504,3131,260
171516,3152,360
171517,3152,415
171519,3152,260
171521,3447,360
171522,3447,415
171524,3447,260
171575,3131,402
171576,3131,503
171577,3131,435
171578,3131,3641
171579,3131,497
171590,3152,402
171591,3152,503
171592,3152,435
171593,3152,3641
171594,3152,497
171595,3447,402
171596,3447,503
171597,3447,435
171598,3447,3641
171599,3447,497
171725,3131,262
171726,3131,241
171727,3131,245
171728,3131,270
171729,3131,419
171740,3152,262
171741,3152,241
171742,3152,245
171743,3152,270
171744,3152,419
171745,3447,262
171746,3447,241
171747,3447,245
171748,3447,270
171749,3447,419
171750,3131,523
171751,3131,477
171752,3131,3635
171753,3131,490
171754,3131,529
171765,3152,523
171766,3152,477
171767,3152,3635
171768,3152,490
171769,3152,529
171770,3447,523
171771,3447,477
171772,3447,3635
171773,3447,490
171774,3447,529
171800,3131,3399
171801,3131,3373
171802,3131,3401
171803,3131,3403
171804,3131,3404
171815,3152,3399
171816,3152,3373
171817,3152,3401
171818,3152,3403
171819,3152,3404
171820,3447,3399
171821,3447,3373
171822,3447,3401
171823,3447,3403
171824,3447,3404
171825,3131,325
171826,3131,461
171828,3131,297
171829,3131,3463
171840,3152,325
171841,3152,461
171843,3152,297
171844,3152,3463
171845,3447,325
171846,3447,461
171848,3447,297
171849,3447,3463
171875,3131,3254
171876,3131,3182
171877,3131,3479
171878,3131,3344
171890,3152,3254
171891,3152,3182
171892,3152,3479
171893,3152,3344
171895,3447,3254
171896,3447,3182
171897,3447,3479
171898,3447,3344
171900,3131,3106
171901,3131,3108
171902,3131,3100
171904,3131,3095
171915,3152,3106
171916,3152,3108
171917,3152,3100
171919,3152,3095
171920,3447,3106
171921,3447,3108
171922,3447,3100
171924,3447,3095
171925,3131,380
171926,3131,369
171927,3131,383
171928,3131,247
171929,3131,358
171940,3152,380
171941,3152,369
171942,3152,383
171943,3152,247
171944,3152,358
171945,3447,380
171946,3447,369
171947,3447,383
171948,3447,247
171949,3447,358
171975,3131,3649
171976,3131,3547
171977,3131,3541
171979,3131,3533
171990,3152,3649
171991,3152,3547
171992,3152,3541
171994,3152,3533
171995,3447,3649
171996,3447,3547
171997,3447,3541
171999,3447,3533
172079,3131,3074
172094,3152,3074
172099,3447,3074
172150,3131,347
172151,3131,328
172152,3131,3474
172153,3131,128
172154,3131,127
172165,3152,347
172166,3152,328
172167,3152,3474
172168,3152,128
172169,3152,127
172170,3447,347
172171,3447,328
172172,3447,3474
172173,3447,128
172174,3447,127
172400,3131,476
172401,3131,540
172402,3131,528
172403,3131,546
172404,3131,536
172415,3152,476
172416,3152,540
172417,3152,528
172418,3152,546
172419,3152,536
172420,3447,476
172421,3447,540
172422,3447,528
172423,3447,546
172424,3447,536
172450,3131,3131
172453,3131,3152
172454,3131,3447
172465,3152,3131
172468,3152,3152
172469,3152,3447
172470,3447,3131
172473,3447,3152
172474,3447,3447
172500,3131,3356
172501,3131,3176
172502,3131,3159
172503,3131,3158
172504,3131,3175
172515,3152,3356
172516,3152,3176
172517,3152,3159
172518,3152,3158
172519,3152,3175
172520,3447,3356
172521,3447,3176
172522,3447,3159
172523,3447,3158
172524,3447,3175
172551,3131,151
172553,3131,531
172554,3131,251
172566,3152,151
172568,3152,531
172569,3152,251
172571,3447,151
172573,3447,531
172574,3447,251
172575,3131,3125
172576,3131,3127
172577,3131,3124
172578,3131,3615
172579,3131,3611
172590,3152,3125
172591,3152,3127
172592,3152,3124
172593,3152,3615
172594,3152,3611
172595,3447,3125
172596,3447,3127
172597,3447,3124
172598,3447,3615
172599,3447,3611
172600,3131,3130
172601,3131,3128
172602,3131,3129
172603,3131,3620
172604,3131,3556
172615,3152,3130
172616,3152,3128
172617,3152,3129
172618,3152,3620
172619,3152,3556
172620,3447,3130
172621,3447,3128
172622,3447,3129
172623,3447,3620
172624,3447,3556
172625,3131,291
172627,3131,502
172629,3131,349
172640,3152,291
172642,3152,502
172644,3152,349
172645,3447,291
172647,3447,502
172649,3447,349
172651,3131,3314
172653,3131,3328
172654,3131,3302
172666,3152,3314
172668,3152,3328
172669,3152,3302
172671,3447,3314
172673,3447,3328
172674,3447,3302
172679,3131,3545
172694,3152,3545
172699,3447,3545
172703,3131,3508
172718,3152,3508
172723,3447,3508
172750,3131,3647
172765,3152,3647
172770,3447,3647
172775,3131,3686
172776,3131,405
172777,3131,3659
172778,3131,346
172779,3131,3472
172790,3152,3686
172791,3152,405
172792,3152,3659
172793,3152,346
172794,3152,3472
172795,3447,3686
172796,3447,405
172797,3447,3659
172798,3447,346
172799,3447,3472
172829,3131,3068
172844,3152,3068
172849,3447,3068
172850,3131,3466
172851,3131,524
172852,3131,484
172853,3131,3680
172854,3131,3233
172865,3152,3466
172866,3152,524
172867,3152,484
172868,3152,3680
172869,3152,3233
172870,3447,3466
172871,3447,524
172872,3447,484
172873,3447,3680
172874,3447,3233
172875,3131,454
172876,3131,516
172877,3131,441
172878,3131,164
172879,3131,455
172890,3152,454
172891,3152,516
172892,3152,441
172893,3152,164
172894,3152,455
172895,3447,454
172896,3447,516
172897,3447,441
172898,3447,164
172899,3447,455
172900,3131,447
172901,3131,500
172902,3131,449
172903,3131,450
172904,3131,469
172915,3152,447
172916,3152,500
172917,3152,449
172918,3152,450
172919,3152,469
172920,3447,447
172921,3447,500
172922,3447,449
172923,3447,450
172924,3447,469
172925,3131,362
172926,3131,267
172927,3131,485
172928,3131,533
172929,3131,505
172940,3152,362
172941,3152,267
172942,3152,485
172943,3152,533
172944,3152,505
172945,3447,362
172946,3447,267
172947,3447,485
172948,3447,533
172949,3447,505
172975,3131,3536
172976,3131,3542
172977,3131,3539
172978,3131,3623
172979,3131,3552
172990,3152,3536
172991,3152,3542
172992,3152,3539
172993,3152,3623
172994,3152,3552
172995,3447,3536
172996,3447,3542
172997,3447,3539
172998,3447,3623
172999,3447,3552
173075,3131,167
173076,3131,518
173077,3131,3431
173079,3131,440
173090,3152,167
173091,3152,518
173092,3152,3431
173094,3152,440
173095,3447,167
173096,3447,518
173097,3447,3431
173099,3447,440
173228,3131,3523
173229,3131,3517
173243,3152,3523
173244,3152,3517
173248,3447,3523
173249,3447,3517
173250,3131,3297
173251,3131,3306
173252,3131,3365
173253,3131,3304
173254,3131,3405
173265,3152,3297
173266,3152,3306
173267,3152,3365
173268,3152,3304
173269,3152,3405
173270,3447,3297
173271,3447,3306
173272,3447,3365
173273,3447,3304
173274,3447,3405
173351,3131,474
173352,3131,491
173353,3131,466
173354,3131,486
173366,3152,474
173367,3152,491
173368,3152,466
173369,3152,486
173371,3447,474
173372,3447,491
173373,3447,466
173374,3447,486
173400,3131,3574
173401,3131,3576
173402,3131,3558
173403,3131,3544
173404,3131,3581
173415,3152,3574
173416,3152,3576
173417,3152,3558
173418,3152,3544
173419,3152,3581
173420,3447,3574
173421,3447,3576
173422,3447,3558
173423,3447,3544
173424,3447,3581
173428,3131,3354
173443,3152,3354
173448,3447,3354
173500,3131,3560
173501,3131,3625
173502,3131,3563
173503,3131,3559
173504,3131,3654
173515,3152,3560
173516,3152,3625
173517,3152,3563
173518,3152,3559
173519,3152,3654
173520,3447,3560
173521,3447,3625
173522,3447,3563
173523,3447,3559
173524,3447,3654
173526,3131,3351
173541,3152,3351
173546,3447,3351
173551,3131,3340
173566,3152,3340
173571,3447,3340
173675,3131,3565
173676,3131,3646
173677,3131,3557
173678,3131,3554
173690,3152,3565
173691,3152,3646
173692,3152,3557
173693,3152,3554
173695,3447,3565
173696,3447,3646
173697,3447,3557
173698,3447,3554
173725,3131,279
173726,3131,306
173727,3131,351
173728,3131,264
173729,3131,316
173740,3152,279
173741,3152,306
173742,3152,351
173743,3152,264
173744,3152,316
173745,3447,279
173746,3447,306
173747,3447,351
173748,3447,264
173749,3447,316
173750,3131,3467
173751,3131,2010
173753,3131,377
173754,3131,303
173765,3152,3467
173766,3152,2010
173768,3152,377
173769,3152,303
173770,3447,3467
173771,3447,2010
173773,3447,377
173774,3447,303
173850,3131,282
173851,3131,443
173852,3131,389
173853,3131,460
173854,3131,3078
173865,3152,282
173866,3152,443
173867,3152,389
173868,3152,460
173869,3152,3078
173870,3447,282
173871,3447,443
173872,3447,389
173873,3447,460
173874,3447,3078
173950,3131,433
173951,3131,504
173952,3131,2003
173953,3131,487
173965,3152,433
173966,3152,504
173967,3152,2003
173968,3152,487
173970,3447,433
173971,3447,504
173972,3447,2003
173973,3447,487
174052,3131,3688
174054,3131,305
174067,3152,3688
174069,3152,305
174072,3447,3688
174074,3447,305
174075,3131,173
174078,3131,2021
174079,3131,465
174090,3152,173
174093,3152,2021
174094,3152,465
174095,3447,173
174098,3447,2021
174099,3447,465
174101,3131,3461
174102,3131,426
174103,3131,152
174104,3131,276
174116,3152,3461
174117,3152,426
174118,3152,152
174119,3152,276
174121,3447,3461
174122,3447,426
174123,3447,152
174124,3447,276
174126,3131,361
174141,3152,361
174146,3447,361
174175,3131,382
174177,3131,285
174178,3131,496
174190,3152,382
174192,3152,285
174193,3152,496
174195,3447,382
174197,3447,285
174198,3447,496
174225,3131,3294
174226,3131,3292
174228,3131,3284
174229,3131,3336
174240,3152,3294
174241,3152,3292
174243,3152,3284
174244,3152,3336
174245,3447,3294
174246,3447,3292
174248,3447,3284
174249,3447,3336
174250,3131,3370
174251,3131,3671
174252,3131,3146
174253,3131,3438
174254,3131,3140
174265,3152,3370
174266,3152,3671
174267,3152,3146
174268,3152,3438
174269,3152,3140
174270,3447,3370
174271,3447,3671
174272,3447,3146
174273,3447,3438
174274,3447,3140
174275,3131,3177
174276,3131,3171
174277,3131,3285
174279,3131,3289
174290,3152,3177
174291,3152,3171
174292,3152,3285
174294,3152,3289
174295,3447,3177
174296,3447,3171
174297,3447,3285
174299,3447,3289
174450,3131,509
174451,3131,453
174452,3131,462
174453,3131,3658
174465,3152,509
174466,3152,453
174467,3152,462
174468,3152,3658
174470,3447,509
174471,3447,453
174472,3447,462
174473,3447,3658
174526,3131,3684
174541,3152,3684
174546,3447,3684
174600,3131,3088
174601,3131,3087
174602,3131,3090
174603,3131,3091
174604,3131,471
174615,3152,3088
174616,3152,3087
174617,3152,3090
174618,3152,3091
174619,3152,471
174620,3447,3088
174621,3447,3087
174622,3447,3090
174623,3447,3091
174624,3447,471
174625,3131,3077
174626,3131,3071
174627,3131,3073
174628,3131,3069
174629,3131,3080
174640,3152,3077
174641,3152,3071
174642,3152,3073
174643,3152,3069
174644,3152,3080
174645,3447,3077
174646,3447,3071
174647,3447,3073
174648,3447,3069
174649,3447,3080
174751,3131,417
174766,3152,417
174771,3447,417
174776,3131,3151
174777,3131,3372
174778,3131,3156
174791,3152,3151
174792,3152,3372
174793,3152,3156
174796,3447,3151
174797,3447,3372
174798,3447,3156
174800,3131,3148
174801,3131,3150
174802,3131,3288
174803,3131,3157
174804,3131,3290
174815,3152,3148
174816,3152,3150
174817,3152,3288
174818,3152,3157
174819,3152,3290
174820,3447,3148
174821,3447,3150
174822,3447,3288
174823,3447,3157
174824,3447,3290
174900,3131,3347
174901,3131,3348
174902,3131,3676
174915,3152,3347
174916,3152,3348
174917,3152,3676
174920,3447,3347
174921,3447,3348
174922,3447,3676
179400,3356,3677
179401,3356,3193
179402,3356,3194
179403,3356,3678
179404,3356,3679
179405,3176,3677
179406,3176,3193
179407,3176,3194
179408,3176,3678
179409,3176,3679
179410,3159,3677
179411,3159,3193
179412,3159,3194
179413,3159,3678
179414,3159,3679
179415,3158,3677
179416,3158,3193
179417,3158,3194
179418,3158,3678
179419,3158,3679
179420,3175,3677
