byrant_park,400134,3600
byrant_park,404181,3600
grand_central,404299,4200
byrant_park,404879,3600
byrant_park,404903,3600
byrant_park,400134,3600
byrant_park,400135,3600
grand_central,400358,4200
grand_central,400359,4200
byrant_park,400516,3600
byrant_park,400518,3600
byrant_park,400519,3600
byrant_park,400561,3600
grand_central,402679,4200
grand_central,402681,4200
byrant_park,403456,3600
byrant_park,403457,3600
byrant_park,404298,3600
grand_central,404299,4200
byrant_park,405179,3600
byrant_park,450375,3600
byrant_park,803038,3600
byrant_park,803039,3600
byrant_park,903044,3600
byrant_park,903235,3600
grand_central,904041,4200
grand_central,904042,4200
byrant_park,400322,3600
byrant_park,400323,3600
grand_central,400358,4200
grand_central,400359,4200
byrant_park,400516,3600
byrant_park,400518,3600
byrant_park,400519,3600
byrant_park,400561,3600
byrant_park,400936,3600
port_authority,401232,3000
port_authority,401358,3000
port_authority,401359,3000
port_authority,401495,3000
port_authority,401496,3000
port_authority,401497,3000
port_authority,401814,3000
port_authority,401850,3000
port_authority,401851,3000
port_authority,401852,3000
grand_central,402678,4200
grand_central,402679,4200
grand_central,402680,4200
grand_central,402681,4200
grand_central,402841,4200
grand_central,402842,4200
grand_central,402843,4200
grand_central,402845,4200
grand_central,402846,4200
port_authority,403238,3000
port_authority,403239,3000
port_authority,403240,3000
port_authority,403241,3000
byrant_park,403242,3600
grand_central,403245,4200
grand_central,403246,4200
grand_central,403252,4200
grand_central,403253,4200
grand_central,403254,4200
byrant_park,403257,3600
port_authority,403259,3000
port_authority,403354,3000
grand_central,403425,4200
byrant_park,403456,3600
byrant_park,403457,3600
grand_central,403459,4200
byrant_park,403465,3600
port_authority,403552,3000
grand_central,403804,4200
byrant_park,403805,3600
byrant_park,403830,3600
byrant_park,404039,3600
byrant_park,404040,3600
byrant_park,404043,3600
port_authority,404116,3000
port_authority,404153,3000
byrant_park,404160,3600
port_authority,404872,3000
port_authority,404919,3000
port_authority,405026,3000
byrant_park,405179,3600
port_authority,405297,3000
port_authority,405374,3000
byrant_park,450375,3600
byrant_park,803080,3600
byrant_park,803081,3600
port_authority,803099,3000
port_authority,803144,3000
port_authority,903078,3000
byrant_park,903235,3600
byrant_park,400018,3600
grand_central,400020,4200
byrant_park,400323,3600
grand_central,400359,4200
byrant_park,400936,3600
port_authority,401851,3000
port_authority,403238,3000
port_authority,403239,3000
port_authority,403240,3000
port_authority,403241,3000
byrant_park,403242,3600
grand_central,403245,4200
grand_central,403252,4200
grand_central,403254,4200
byrant_park,403257,3600
port_authority,403259,3000
byrant_park,403458,3600
byrant_park,403465,3600
grand_central,403804,4200
byrant_park,403830,3600
grand_central,404175,4200
grand_central,404176,4200
byrant_park,404204,3600
byrant_park,404205,3600
byrant_park,404228,3600
grand_central,404299,4200
grand_central,404873,4200
byrant_park,450040,3600
byrant_park,450126,3600
port_authority,805118,3000
byrant_park,903037,3600
grand_central,bike_167,4200
grand_central,bike_228,4200
byrant_park,bike_267,3600
grand_central,bike_359,4200
byrant_park,bike_362,3600
grand_central,bike_440,4200
port_authority,bike_465,3000
port_authority,bike_477,3000
port_authority,bike_479,3000
byrant_park,bike_484,3600
byrant_park,bike_485,3600
grand_central,bike_517,4200
grand_central,bike_519,4200
port_authority,bike_523,3000
byrant_park,bike_524,3600
port_authority,bike_529,3000
byrant_park,bike_533,3600
port_authority,bike_2021,3000
byrant_park,bike_3235,3600
port_authority,bike_3236,3000
byrant_park,bike_3466,3600
port_authority,bike_3635,3000
byrant_park,bike_3680,3600
port_authority,100,3000
byrant_park,161,3600
byrant_park,164,3600
port_authority,127N,3000
port_authority,127S,3000
grand_central,631N,4200
grand_central,631S,4200
grand_central,723N,4200
grand_central,723S,4200
byrant_park,724N,3600
byrant_park,724S,3600
port_authority,725N,3000
port_authority,725S,3000
byrant_park,901N,3600
byrant_park,901S,3600
port_authority,902N,3000
port_authority,902S,3000
port_authority,A27N,3000
port_authority,A27S,3000
byrant_park,D16N,3600
byrant_park,D16S,3600
port_authority,R16N,3000
port_authority,R16S,3000
