132,220,4420.0,2828.9999995
132,86,3876.0,1523.0
132,168,3641.0,1856.0
132,114,2648.0,2835.0
132,41,3502.8,2706.0
132,70,4803.0,1414.5
132,190,3104.0,2161.5
132,4,3256.4,3253.0
132,65,2466.0,2885.0
132,117,1669.5,1795.5
132,240,5876.0,3927.0
132,137,2887.2,2769.0
132,216,2839.0,680.9999995000001
132,14,3796.0,2240.0000010000003
132,92,3414.5,1544.5
132,10,3182.0,527.5000004000001
132,12,2962.0,2946.5
132,124,2396.0,906.5000000500002
132,249,2841.0,3526.0
132,205,2095.0,1007.5
132,239,3050.0,3647.0
132,257,3530.0,2551.5
132,231,3042.4,3536.0
132,68,2868.2,3523.0
132,177,3962.0,1853.0
132,116,3461.0,2768.0
132,247,3886.0,2235.0
132,126,5272.0,2352.0
132,130,2030.0,1082.5
132,100,2429.0,3750.5
132,72,3194.0,1944.0
132,206,5015.0,3498.0
132,82,2096.0,1807.5
132,84,6160.0,3211.0
132,115,5428.0,2899.0
132,200,5917.0,3181.5
132,57,2691.5,1426.0
132,52,2719.8,2604.0
132,175,5006.0,1685.0
132,215,3036.0,719.0000002
132,219,2642.0,557.0000001
132,33,2646.0,2674.0
132,13,3045.0,3276.0
132,242,5307.0,2571.0
132,191,2063.0,1347.0
132,123,3525.0,2111.0
132,79,3282.5,3124.5
132,186,2751.0,3589.0
132,18,4646.0,2766.0
132,194,4319.0,2748.5
132,157,3735.0,1616.5
132,87,2765.0,3327.5
132,170,2956.0,2892.5
132,127,4301.0,3032.0
132,209,3008.0,3306.0
132,167,4531.0,2365.5
132,245,7502.0,4232.0
132,90,2807.0,3354.5000005
132,46,8680.0,2137.0
132,235,4622.0,2911.0
132,81,5673.0,2154.5
132,17,2335.5,2283.0
132,176,6638.0,4297.0
132,3,5033.0,2513.0
132,15,7716.5,1493.0
132,210,3491.0,1757.0
132,196,2159.0,1764.0
132,6,5911.0,2917.5
132,32,5047.0,2389.0
132,118,8360.0,2180.0
132,224,3139.0,2742.0
132,55,4000.0,1854.0
132,42,3461.0,2654.0
132,96,2804.0,1675.5
132,142,2953.0,3394.0
132,9,3760.0,1673.5
132,226,2207.0,2078.0
132,203,2470.0,824.0000003
132,244,3600.0,3031.0
132,58,5908.0,1785.0
132,26,3621.0,3310.5
132,204,6877.0,5031.5
132,180,1078.0,885.0000001
132,246,2665.0,3665.0
132,73,3880.0,1627.0
132,173,2282.5,1263.0
132,147,4069.0,1665.5
132,50,2761.8,4091.5
132,53,5275.5,1795.0
132,30,2031.0,1351.0
132,69,3886.0,2753.0
132,214,6638.0,2217.0
132,75,3643.0,2608.5
132,38,3916.0,1113.5
132,159,4531.0,2668.0
132,187,7942.0,2116.0
132,40,2899.6,2923.0
132,74,3643.0,2558.0
132,139,2380.0,757.0
132,20,5296.0,3352.0
132,112,3143.8,2186.0
132,237,3196.2,3452.0
132,91,4399.0,1839.5
132,183,5020.0,2669.0
132,54,2979.2,3130.0
132,135,4334.0,1095.0000005
132,201,1958.5,1917.5
132,222,4039.0,1024.5
132,252,6256.5,1671.0
132,256,2497.0,2420.0
132,258,1953.0,1139.0
132,212,4622.0,2369.0
132,238,3050.0,3155.9999995
132,35,2431.0,1615.0
132,22,3762.0,2727.5
132,122,1878.0,1483.0
132,131,2488.0,1566.5
132,172,6812.0,3104.0
132,223,2835.0,1846.0
132,76,3223.0,1047.0
132,43,3233.0,3561.0
132,66,2657.0,2662.5
132,151,3058.8,3449.0
132,169,4138.0,2682.0000005
132,25,2514.0,2873.0
132,195,2982.6,2655.0
132,197,1800.0,1011.0
132,259,5538.0,3231.0
132,208,7743.0,2494.5
132,166,3216.0,3322.0
132,36,2614.0,2043.0
132,31,4972.0,1562.0000009999999
132,71,4444.0,2045.0
132,136,4843.0,3836.0
132,232,2672.0,2895.0
132,248,4567.0,2348.0
132,113,2648.0,3208.4999995
132,148,2970.0,2799.0
132,149,3894.0,2155.0
132,184,7695.0,2731.0
132,165,3642.0,2175.0
132,228,2970.0,2635.4999995
132,189,2556.0,2573.0
132,28,1642.0,1071.0
132,198,2546.0,1699.999999
132,128,5031.0,1807.0
132,141,2962.0,2814.0
132,80,3376.0,2284.0
132,146,2536.0,2601.0
132,95,1568.0,1309.5
132,37,2258.0,2069.0
132,241,5876.0,3341.0
132,134,1822.0,982.0000001
132,63,2132.0,1067.5
132,107,2904.4,2993.0
132,85,3150.0,2342.0
132,225,2326.8,2118.0
132,230,2713.0,3903.0
132,64,3381.0,1619.0
132,67,4280.0,2853.0
132,101,4060.0,1352.4999995
132,48,2845.5,3930.0
132,51,5857.0,2236.0
132,255,2829.0,2464.5
132,261,3064.0,3479.0
132,88,2765.0,3590.0
132,125,2930.0,3899.0
132,39,2990.0,1394.0
132,160,3106.0,1812.0
132,174,4725.0,2196.5
132,106,2770.0,3141.0
132,218,2642.0,659.9999996
132,140,2962.0,2604.0
132,154,7866.5,1660.0
132,29,3727.0,2332.5
132,56,2691.5,1587.0
132,11,3944.0,2477.0000005
132,161,2744.0,3595.999999
132,162,2839.0,3172.0
132,192,3414.5,1244.0
132,253,3062.5,1934.5
132,21,3663.0,2666.0
132,179,2944.2,1876.0000005000002
132,213,4830.0,1997.0
132,24,3038.0,3230.0
132,221,5029.0,2782.0
132,78,5018.0,2787.0
132,250,4500.0,2624.0
132,60,4520.0,2853.0
132,211,2977.0,3235.0
132,93,3383.0,1346.0
132,102,3002.0,1563.9999995
132,181,2758.6,2857.0
132,178,3962.0,2758.0
132,77,2807.0,1461.5
132,263,3151.0,2793.5
132,193,2687.0,2248.0
132,49,2389.6,2527.0
132,94,4274.0,2664.0
132,152,3442.0,3221.0
132,182,4933.0,2179.0
132,164,2675.0,3359.0
132,243,3600.0,2850.0
132,254,4822.0,2445.0
132,119,4417.0,4006.0
132,16,3567.0,1615.5
132,129,2873.0,1728.5
132,19,2784.0,1165.0
132,144,3051.0,3440.0
132,34,2827.6000000000004,2583.0
132,7,2610.0,1958.0
132,89,2984.0,2413.0
132,109,6107.0,2627.0
132,133,3621.0,2741.0
132,108,4058.0,1819.0
132,158,2881.0,3872.999999
132,171,3390.0,1762.0
132,27,6160.5,1802.5
132,202,2581.0,2416.0
132,217,2896.2,2424.0
132,251,9092.0,3553.0
132,262,3277.8,2801.5
132,236,3376.0,2960.0
132,260,2270.0,1890.999999
132,83,2775.0,2037.0
132,62,2856.0,2390.5
132,227,2970.0,2831.0
132,153,4462.0,4213.0
132,121,3727.0,1374.5
132,233,2839.0,2934.5
132,150,4891.0,1929.0
132,229,2894.4,2897.0
132,155,5193.0,1672.9999990000001
132,1,20657.2,5359.4999995
132,45,3087.6,3491.0
132,156,10049.0,4956.5
132,97,2477.2000000000003,2596.0
132,47,4933.0,3256.0
132,234,2734.0,3310.0
132,188,2921.0,2399.5
132,185,4900.0,2265.5
132,61,2856.0,2163.5
132,138,5340.0,1440.5
132,23,9114.0,2675.0
132,98,4070.0,1531.0
132,143,2953.0,3425.0
132,5,7005.0,4156.0
132,145,2589.2,2405.0
